seqN,TreeNo,DeathAge,x,y,z,Year,Age,H,HB,GB,G0.1H,G0,G0.3,G1.3,G2.3,G3.3,G4.3,G5.3,G6.3,G7.3,G8.3,G9.3,G10.3,G11.3,G12.3,G13.3,G14.3,G15.3,G16.3,Vs
1866,114,100,7.5,3.975277516,3.6,1989,33,11.81,6.66,21.4,31.3,46.7,35,32.1,30,27.5,25.7,22.7,20.4,17.7,15.4,10.8,6,1.6,0,0,0,0,0,48.6
1867,115,100,6.5,3.790897186,3.4,1989,33,12.75,7.8,19.6,28.3,48.7,32.5,28.2,26.9,25.6,24.3,22.6,21,19.4,17.5,14.2,10.5,6.4,1.9,0,0,0,0,46.13
1868,116,100,5.5,4.149589002,3.6,1989,33,10.96,6.32,20.5,28.6,48.2,31.5,28.4,27.7,26,24.2,21.9,20.4,17.5,11.5,7.9,3.1,0,0,0,0,0,0,41.64
1869,117,100,4.5,3.701658953,3.3,1989,33,11.75,6.05,26.2,35.8,66.5,45.2,35.8,33.2,31.6,30,27.1,25.3,22.3,18.2,13,6.8,1.9,0,0,0,0,0,69.19
1870,118,100,3.17,3.817576091,4,1989,33,9.18,4.43,21.3,33.5,50.3,38,30.4,26,24.3,21.4,17.3,14.4,9.3,3,0,0,0,0,0,0,0,0,36.34
1871,119,33,2.5,3.077334928,3.9,1989,33,5.82,0,0,21.9,41.8,23,20.4,17.3,11.2,6.2,1.9,0,0,0,0,0,0,0,0,0,0,0,NA
1872,120,36,1.17,2.658166274,4.33,1989,33,5.53,2.88,8,12.9,21,17.1,11.8,9.4,6.9,4.6,0.9,0,0,0,0,0,0,0,0,0,0,0,4.4
1873,121,40,0.5,2.988096695,4.9,1989,33,6.44,4.13,11.3,19.1,29.4,21.8,17.9,16,13.4,9.7,3.8,0.6,0,0,0,0,0,0,0,0,0,0,10.37
1874,122,100,0.83,1.36206428,3.4,1989,33,10.16,4.81,31.1,46.1,67.5,53.1,45,43.4,37.4,32.7,27.8,22.2,16.4,10,3.8,0,0,0,0,0,0,0,83.87
1875,123,100,2.5,1.743613627,2.67,1989,33,9,3.99,26.4,32.4,63.3,36.5,32,30.2,27.6,25.1,20.5,15.5,8.6,2.9,0,0,0,0,0,0,0,0,44.05
1876,124,36,4.17,1.86959961,1.8,1989,33,7.52,4.1,15.9,25.2,39.4,29.8,23,20.3,17.4,14.6,11.8,8,0.9,0,0,0,0,0,0,0,0,0,19.66
1877,125,100,5.17,2.844629095,2.5,1989,33,10.21,5.35,18.7,26.5,43.4,28.6,25.9,24.2,22.4,20.5,18.7,16.1,12.3,8.5,3.3,0,0,0,0,0,0,0,30.51
1878,126,100,5.5,1.753682472,1.75,1989,33,13.51,6.09,37.4,43.9,70,52.1,43.9,43.5,41.7,41,38.6,36.1,33.5,30,24.8,20.2,13.2,6,0,0,0,0,125.63
1879,127,28,6.5,2.992261676,2.75,1989,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1880,128,100,6.5,2.193626166,2.2,1989,33,12.82,6.91,23,33.4,46.5,36,33.4,32.2,30.5,28.6,26.8,24.3,21.8,18.4,15.4,12.2,6.3,1.6,0,0,0,0,60.62
1881,129,24,8.83,3.060724868,2.8,1989,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1882,130,100,7.83,1.550609591,1.7,1989,33,13.52,6.72,37,49.5,71.2,57.2,49.8,47.8,45.8,43.6,40.8,37.7,36.6,32.4,26.7,20.9,15.1,7.2,0.9,0,0,0,147.66
1883,131,36,9.83,3.237118844,2.8,1989,33,10.07,7.24,12.8,27.6,42.3,32.7,26.9,23.8,21.2,19,16.7,14.8,12.1,7.7,2,0,0,0,0,0,0,0,30.01
1884,132,100,11.5,3.091568754,2.6,1989,33,12.55,8.26,21.5,31.7,65.2,37.4,31.5,30.2,29.5,27.5,26.4,24.4,23.5,20.2,15.6,10.6,5.4,0.6,0,0,0,0,61.4
1885,133,100,11.5,2.029383525,1.95,1989,33,11.65,6.59,21.8,31.4,70,38.2,31.3,30.2,28.6,26.6,24.7,22.1,19.1,16.2,11.9,5.2,0.9,0,0,0,0,0,55.67
1886,134,25,10.5,1.581453476,1.55,1989,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1887,135,100,9.17,0.363649312,0.75,1989,33,12.35,7.98,21,30.9,48.9,34.3,31,29.9,28.9,27.8,26.1,24.1,21.9,19.4,16.3,12.4,5,0.5,0,0,0,0,56.89
1888,136,100,10.17,0.548029643,0.75,1989,33,11.42,7.43,18.3,31.7,40.6,34.2,30.9,29.6,27.7,25.4,23.2,21.1,18.1,14.2,10.8,5.1,0.6,0,0,0,0,0,47
1889,137,25,11.5,0.695662223,0.8,1989,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1890,138,35,11.17,-0.074211891,0.2,1989,33,8.62,6.46,10.8,21.4,29.5,22.2,20.7,19.2,17.5,15.6,13,10.7,6,0.9,0,0,0,0,0,0,0,0,16.85
1891,139,21,9.17,1.162284822,1.25,1989,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1892,140,36,7.83,0.751974081,1.1,1989,33,10.4,6.96,14.4,23.4,33.7,25,22.2,21.2,20.3,19.1,17.1,15.3,11.9,7.5,3.1,0.6,0,0,0,0,0,0,24.11
1893,141,28,6.83,0.839129824,1.1,1989,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1894,142,26,7.17,0.010861361,0.5,1989,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1895,143,100,5.83,0.654749493,0.85,1989,33,9.02,5.8,12.4,20.3,26.7,21.6,19.3,18.3,17.1,15.5,13.3,11,7.2,2.5,0,0,0,0,0,0,0,0,15.95
1896,144,36,4.5,0.770666631,0.85,1989,33,7.85,4.68,23.7,37.3,66.3,43.5,34.2,31.1,28.7,25.5,23,7.9,1.9,0,0,0,0,0,0,0,0,0,48.49
1897,145,100,3.17,0.359484332,1.15,1989,33,8.78,4.88,21.9,32.6,60,38.3,30.5,28.5,25.7,23.1,20.8,11.9,6.3,1.3,0,0,0,0,0,0,0,0,40.15
1898,146,38,1.5,0.505034423,2.3,1989,33,7.31,3.29,16.2,21.9,42.3,26.2,20.4,17.5,15.5,12.1,8.2,3.2,0.3,0,0,0,0,0,0,0,0,0,15.13
1899,1,100,2.83,15.82674169,14.5,1990,34,8.91,4.84,21.3,29.7,54,34.1,29.8,27.5,24.5,22.2,19.1,14.8,8.1,2.5,0,0,0,0,0,0,0,0,36.48
1900,2,100,1.5,15.40757304,14.33,1990,34,9.71,5.15,32.6,43.2,76,47.1,42.6,41.2,38.3,35.3,32.4,27.1,22.1,13.7,2.8,0,0,0,0,0,0,0,87.53
1901,3,100,0.5,14.16899384,13.4,1990,34,11.32,6.89,22.7,32.7,51.8,35,31.7,30.3,29,27.5,25.8,24.4,21.2,18.2,11.9,6.2,0.6,0,0,0,0,0,55.23
1902,4,32,1.5,14.34538781,13.45,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1903,5,32,2.5,15.05686758,14,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1904,6,100,3.83,15.73958595,14.3,1990,34,9.51,5.47,24.3,34,73,39.5,34,31.7,29.3,26.8,24.3,21,15.4,8.4,1.3,0,0,0,0,0,0,0,54.84
1905,7,100,4.5,15.14610581,13.7,1990,34,9.25,4.91,21.5,29,48,32.7,28,25.9,24.5,22,18.5,14.7,9.6,4.9,0,0,0,0,0,0,0,0,33.82
1906,8,100,5.83,15.56527447,13.85,1990,34,10.02,5.75,22.1,30.8,50.2,34,29.8,29.1,26.5,24.6,22.8,20.2,16.8,10.6,4,0,0,0,0,0,0,0,43.82
1907,9,100,7.83,15.39096298,13.6,1990,34,12.44,6.3,30.8,41.1,63.2,43.9,41,40,38.7,36.6,33.7,30.8,27.4,22.6,17.3,11.1,5.4,0.8,0,0,0,0,93.65
1908,10,40,9.17,15.537724,13.3,1990,34,6.79,4.43,9.6,19.7,27.6,20.6,18.1,15.9,13,9.7,5.4,2.2,0,0,0,0,0,0,0,0,0,0,10.07
1909,11,100,10.83,15.12949575,12.25,1990,34,8.81,4.19,19.1,26.4,42.3,29,25.1,22.4,20.9,18,15.2,12,7.4,2.8,0,0,0,0,0,0,0,0,25.01
1910,12,32,11.5,15.0711014,12.1,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1911,13,100,11.5,13.7373801,10.9,1990,34,12.39,7.4,21.8,33.7,57,36.3,33.4,31.6,29.8,28.2,26,24,22,19.2,15.3,10,5,0.6,0,0,0,0,60.52
1912,14,28,10.5,13.82453585,11.3,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1913,15,35,9.5,14.44677738,12.15,1990,34,6.98,4.77,10.5,20.5,25.3,20.9,20.1,18.2,15.5,12.4,8.1,3.1,0,0,0,0,0,0,0,0,0,0,12.59
1914,16,26,9.17,14.47553877,12.25,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1915,17,100,6.83,14.14439742,12.45,1990,34,10.52,6.41,19.5,30.2,46.7,32.5,30,28.1,26.1,24.4,21.4,19.6,15.8,10.7,6.1,0.9,0,0,0,0,0,0,41.57
1916,18,100,4.5,14.3474703,13,1990,34,7.12,3.99,12.4,19.8,32.2,20.6,19,16.6,14,11.6,7.6,4.2,0,0,0,0,0,0,0,0,0,0,11.7
1917,19,27,3.5,13.63599053,12.5,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1918,20,100,2.5,13.45959656,12.5,1990,34,9.53,5.58,21.1,32.6,43.6,33.9,30.9,29.1,26.8,24.2,21.4,19,14.5,8.4,1.3,0,0,0,0,0,0,0,41.69
1919,21,100,1.5,13.5467523,12.7,1990,34,11,6.09,24.2,33,56.9,36.5,32.7,31.1,28.7,26.7,24.8,22,18.9,15.2,8.7,2.5,0,0,0,0,0,0,53.26
1920,22,100,0.17,13.39911972,12.85,1990,34,11.45,6.3,26.8,38.3,59.4,42.5,37.6,35.6,33.5,31.3,29,26.8,24.1,20.9,14.5,7.9,0.9,0,0,0,0,0,74.3
1921,23,34,0.17,12.32894814,12.05,1990,34,8.89,0,0,38.6,59.9,44.9,37.4,34.7,32.8,30.6,27.7,23.4,18.9,12.9,0,0,0,0,0,0,0,0,NA
1922,24,100,1.5,12.213031,11.6,1990,34,11.43,6.37,23.7,33.1,58,36.4,33,31.4,30.1,28.4,26.1,23.7,20.6,16.6,11.2,5.5,0.6,0,0,0,0,0,57.71
1923,25,100,2.5,12.66096105,11.7,1990,34,9.38,6.74,21,34,48.3,36.7,33.8,31.4,29.6,27.1,24.5,21.9,18.1,11.6,0.6,0,0,0,0,0,0,0,51.78
1924,26,38,3.83,12.80859363,11.66,1990,34,8.98,7.16,9.5,22.9,33,23.9,22,20.1,18.2,16.1,14.2,11.7,8.7,3.1,0,0,0,0,0,0,0,0,19.37
1925,27,100,4.5,12.48664956,11.25,1990,34,9.85,6.62,14.8,22.7,35.8,25.2,22.7,20.6,19.5,17.5,16.1,14.8,13.1,8.7,2.8,0,0,0,0,0,0,0,23.57
1926,28,100,4.83,13.5200734,12.15,1990,34,10.37,6.08,20.3,28.3,44.3,30.4,27.7,27,24.8,23.3,21.3,19.4,16.4,11.5,4.7,0.6,0,0,0,0,0,0,38.22
1927,29,21,NA,NA,NA,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1928,30,100,7.17,13.58766503,11.85,1990,34,11.37,6.12,24.9,34.9,50,37,34.4,32.9,31.2,28.9,27.1,24.3,21.4,16,11.5,5.8,0.6,0,0,0,0,0,60.03
1929,31,100,9.17,13.41335355,11.25,1990,34,12.01,7.27,24.7,34.9,49.7,38.5,34.9,33.7,32.2,30.4,28.7,26.2,24.7,20.2,15,9.3,3.6,0,0,0,0,0,67.62
1930,32,100,11.5,13.21028067,10.5,1990,34,11.08,6.88,17.4,29.7,42,30.1,29.5,27.7,25.9,23.2,21.4,18.5,16.2,13.5,10,4.7,0,0,0,0,0,0,40.28
1931,33,100,9.5,12.84950636,10.7,1990,34,12.98,6.76,28.1,38.9,57.5,42.6,38.9,36.8,35,32.9,31.5,28.5,26.7,23.6,18.9,15.8,9.6,3.8,0,0,0,0,84.62
1932,34,21,NA,NA,NA,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1933,35,36,7.83,12.19642094,10.5,1990,34,9.01,5.14,14.4,22,31.9,24.7,22.4,20.1,18,16.4,13.3,10.7,8,2.6,0,0,0,0,0,0,0,0,19.16
1934,36,100,5.83,12.90581822,11.5,1990,34,10.93,6.53,22.1,31.7,44.2,34.5,31.8,30.8,29.1,27.1,24.9,22.3,19.3,15,9.9,3.1,0,0,0,0,0,0,51.15
1935,37,100,5.83,11.83564663,10.5,1990,34,9.54,6.63,12.1,24,33.1,25.2,22.1,20.9,18.4,17,14.2,12.4,10.5,6.8,0.9,0,0,0,0,0,0,0,21.03
1936,38,100,6.5,11.77725229,10.3,1990,34,11.58,6.89,25.7,37.4,52.9,42.1,37.5,36.6,35.5,33.1,29.9,27.5,23.6,20.8,14.4,5.5,0.9,0,0,0,0,0,76.01
1937,39,100,5.17,11.62961971,10.3,1990,34,10.58,7.1,18.5,29.9,39.6,32.6,29.8,28.3,27,24.5,22.5,20.7,17.4,12.8,7.4,2.2,0,0,0,0,0,0,43
1938,40,100,4.17,11.98032517,10.8,1990,34,10.5,7.6,13.2,25.9,34.5,27.6,25.6,23.4,21.8,20.4,18.1,16.1,14.1,11,5.7,0.9,0,0,0,0,0,0,29.5
1939,41,100,3.83,11.7464084,10.66,1990,34,11.16,5.48,26.6,32.7,50.6,37.3,32.5,31.7,30,28.5,26.3,24.7,21.1,15.7,10,4,0,0,0,0,0,0,57.04
1940,42,100,2.83,11.29847835,10.33,1990,34,9.26,4.89,23.9,29.6,42.6,32.4,29,28,26.5,24.7,22.4,19.5,14.1,6.5,0,0,0,0,0,0,0,0,39.85
1941,43,100,2.17,11.62753722,10.8,1990,34,10.13,6.12,22.1,31.3,52.2,34.5,31,29.4,27.9,25.4,23.2,20.5,16.8,10.3,3.7,0,0,0,0,0,0,0,46.07
1942,44,100,1.83,11.12208438,10.45,1990,34,8.57,4.91,15,22.9,34.4,24.3,22.5,20.4,17.5,15.4,12.4,9.1,6.2,1.3,0,0,0,0,0,0,0,0,18.33
1943,45,32,0.5,11.23800151,11.2,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1944,46,100,1.17,9.845885865,9.8,1990,34,8.73,4.95,15,22.5,33.4,24.6,22.2,20.1,17.9,15.8,13.5,10.5,6.9,1.4,0,0,0,0,0,0,0,0,18.85
1945,47,100,0.5,9.105644702,9.6,1990,34,9.68,5.21,15.5,22.3,36.2,25.9,22.8,21.2,19,17.1,15,13.2,10.3,6.7,1.3,0,0,0,0,0,0,0,22.33
1946,48,100,2.5,9.729968727,9.1,1990,34,11.49,6.94,21.9,33.5,49.1,37.4,33,31.3,30.6,28.1,26.6,23.7,20.9,15.9,10.5,5,0.6,0,0,0,0,0,56.98
1947,49,100,2.83,9.174107895,8.55,1990,34,10.23,5.1,27.3,37.1,60.1,41,36.2,34.5,32.5,29.9,26.3,20.8,16.1,9.5,4.1,0,0,0,0,0,0,0,60.26
1948,50,33,3.5,10.44144849,9.5,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1949,51,100,4.17,11.18168966,10.1,1990,34,11.13,5.38,25.7,33.1,43.7,35.5,32.7,31,30.4,27.8,25.5,20.6,17.5,13.2,9.1,3.9,0,0,0,0,0,0,51.59
1950,52,100,4.5,10.09074303,9.1,1990,34,10.45,6.46,16.5,25.5,39.7,27,24.5,23.5,22.4,20.5,19.2,17,12.6,9.7,4.5,0.6,0,0,0,0,0,0,29.57
1951,53,36,4.83,10.86061715,9.75,1990,34,8.92,4.73,15.3,21,26.2,22.9,20.8,19,16.8,14.8,12.2,10.3,7.3,2,0,0,0,0,0,0,0,0,16.31
1952,54,100,6.17,10.74382845,9.45,1990,34,11.32,6.24,19.9,25.9,42.3,28.8,25.9,24.7,23.6,21.9,20.3,17.9,16.1,13.8,9.2,4.6,0.6,0,0,0,0,0,35.12
1953,55,27,7.83,10.86269964,9.3,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1954,56,33,8.83,11.84571548,10.05,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1955,57,100,10.83,12.73358922,10.25,1990,34,12.47,6.7,26.1,37.2,54,43.1,36.5,35.4,33.2,31.5,29.2,26.9,23.7,20.9,16.9,12.4,6.5,0.6,0,0,0,0,74.65
1956,58,29,11.83,11.58424825,9.25,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1957,59,100,11.17,10.57159946,8.33,1990,34,11.84,7.45,20,30.4,42.4,32.4,28.9,29.5,27.1,25,23.3,21.6,19.5,16.9,13.5,8.7,1.9,0,0,0,0,0,47.37
1958,60,21,9.83,10.95992423,9.1,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1959,61,100,8.83,11.04707997,9.3,1990,34,12.17,7.16,23,32.7,56,36,32.6,31.9,31,29.2,27.1,24.9,22.1,19.1,14.4,9.1,3.5,0,0,0,0,0,61.39
1960,62,100,8.83,9.976908385,8.45,1990,34,12.7,5.97,25.3,31.6,57.5,36.3,31.6,31,29.4,28.1,26.1,24.1,21.8,18.2,15.5,11.8,6.9,1.3,0,0,0,0,59.39
1961,63,27,7.83,10.3356002,8.85,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1962,64,100,6.5,9.916431548,8.7,1990,34,12.22,6.21,26.6,33.4,51.7,36.2,33.9,32.5,30.5,29.2,27.2,25,22.2,19.7,15,8.9,3.3,0,0,0,0,0,62.07
1963,65,27,5.83,9.439740104,8.4,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1964,66,100,4.83,9.263346128,8.33,1990,34,11.08,6.48,17.5,24.6,35.5,26.6,23.7,22.8,21.6,20.5,18.5,17.4,14.9,12.3,9,2.8,0,0,0,0,0,0,29.62
1965,67,31,4.17,8.522233408,7.75,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1966,68,36,3.83,8.016780569,7.25,1990,34,8.75,6.15,12.5,22.4,31.5,24.5,21.8,20,17.8,15.8,14.2,11.8,8.7,2.7,0,0,0,0,0,0,0,0,19.11
1967,69,100,2.83,7.576836875,7.2,1990,34,11.25,5.7,25.7,32.9,60.6,39.1,32.5,31.6,29.8,28.5,26.3,23.3,20.3,15.5,11.2,4.4,0,0,0,0,0,0,58.31
1968,70,100,1.83,7.927542336,8,1990,34,9.61,5.77,19.8,30.3,56.2,34.1,29.4,27.3,26,23.3,21,17.2,13.4,6.2,0.9,0,0,0,0,0,0,0,39.9
1969,71,100,0.5,6.446188454,7.8,1990,34,12.88,4.88,41,48.2,76.5,55.2,48.2,47,43.6,41.2,39,35.4,30.7,26.2,20.6,13.2,8.2,1.9,0,0,0,0,127.81
1970,72,100,1.5,6.62258243,7.3,1990,34,6.98,3.32,16.1,24.1,36.6,25.2,22.3,19.5,16.1,10.3,6.9,2.5,0,0,0,0,0,0,0,0,0,0,15.19
1971,73,35,2.5,7.070512479,7,1990,34,6.29,4.41,8.8,17.8,27.1,24.1,15.2,12.3,10.3,8.5,1.2,0,0,0,0,0,0,0,0,0,0,0,8.35
1972,74,31,4.5,7.694836503,6.85,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1973,75,100,4.83,8.464710618,7.6,1990,34,10.32,6.04,16.5,26.7,33.6,28.7,26.7,25.1,22.2,20.1,17.6,15.1,12.7,10.2,4.9,0.3,0,0,0,0,0,0,30.01
1974,76,100,5.83,8.912640667,7.9,1990,34,12.82,7.1,23.9,35.2,51,38,35.2,32.9,31.5,30.2,28.2,26.2,22.9,20.8,17.2,11.7,7.4,2.2,0,0,0,0,67.51
1975,77,100,6.83,9.089034643,7.9,1990,34,9.35,6.44,11.2,21.2,29.7,22.6,20.7,18.1,16.3,14.8,12.8,11.1,8.5,4.4,0.3,0,0,0,0,0,0,0,16.58
1976,78,100,7.5,9.030640295,7.8,1990,34,9.72,5.62,13.3,22,33,25.2,21.5,19.2,17.6,15.8,13.8,11.8,10.3,7,1.9,0,0,0,0,0,0,0,19.52
1977,79,100,9.83,9.889752643,8.15,1990,34,12.16,6.22,18.1,25.3,44.5,29.5,25.5,23.8,22.3,20.8,19.8,17.9,16.5,14.2,11.6,8.1,3.1,0,0,0,0,0,35.04
1978,80,100,12.17,9.422258486,7.25,1990,34,13.52,6.78,23.6,32.7,52.8,39,32.6,31,30.2,28.4,25.9,24.3,22,19.5,16.5,13.9,10,5.7,0.6,0,0,0,62.65
1979,81,28,11.83,8.389706211,6.4,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1980,82,100,10.83,8.740411672,6.9,1990,34,14.1,5.98,34.5,41.5,68.5,45,41.4,40.6,39,37.8,35.7,33.3,31.4,27.4,24.2,20,14.7,8.7,2.8,0,0,0,109.31
1981,83,100,9.83,8.564017696,7,1990,34,12.95,5.92,30.7,39.3,52.7,45.1,39.3,37.4,35.6,33.6,31.3,29,26.5,21.2,19.1,12.5,7.8,2.5,0,0,0,0,84.65
1982,84,100,7.83,8.20324339,7.1,1990,34,12.65,6.08,29.5,39.8,58.7,42.6,39.9,38,36.3,33.6,31.3,28.9,26.2,21.9,16.7,12.8,6.4,1.3,0,0,0,0,84.71
1983,85,37,6.5,8.055610809,7.1,1990,34,7.82,5.27,11.5,18.7,27.4,19.9,18,16.5,15,13.2,9.9,4.8,1.9,0,0,0,0,0,0,0,0,0,11.85
1984,86,100,6.5,7.520525018,6.66,1990,34,12.92,8.17,18.9,28.9,47.3,31.2,28.9,27.7,26.9,25.5,24.1,22.4,20.5,18.3,15.6,11.3,7,1.3,0,0,0,0,49.37
1985,87,100,5.83,6.780283855,5.85,1990,34,12.08,8.37,16.3,26.8,40,27.7,26.5,26,25.3,24.4,22.3,20.4,19.2,16.3,13.8,9.8,4.5,0,0,0,0,0,41.4
1986,88,100,4.83,6.867439598,6.15,1990,34,12.9,7.36,31.6,41.7,75.2,46.9,41.7,41.1,39.9,37.7,35.3,33.6,31.1,27.4,23.4,15.9,9.6,4.3,0,0,0,0,109.16
1987,89,100,0.17,5.412764621,7,1990,34,10.7,4.7,27.3,36.2,56.4,41.9,36.2,33.4,31.2,28.5,25.2,20.8,18.3,11.8,6.6,0.9,0,0,0,0,0,0,59.01
1988,90,100,0.5,4.313831642,6,1990,34,11.85,4,37.1,43.2,56.3,44.7,42.8,40.9,39,36.5,34,29.9,24.9,19.7,13.8,8.3,1.6,0,0,0,0,0,91.13
1989,91,40,1.5,5.025311409,6.2,1990,34,8.04,5.9,10.8,19.7,30.8,22.8,18.9,16.8,14,12.3,10,7.7,3.8,0,0,0,0,0,0,0,0,0,13.03
1990,92,100,1.83,3.934364786,5.2,1990,34,10.6,4.58,32.5,39.7,68,42.7,39.6,37.7,34.6,31.6,28.5,24.8,19.8,14.3,7.5,0.9,0,0,0,0,0,0,72.77
1991,93,39,2.83,4.909394272,5.2,1990,34,6.75,3.34,11.2,18.9,27.4,22,16.9,13.7,11.2,9.5,6.8,1.9,0,0,0,0,0,0,0,0,0,0,9.27
1992,94,100,4.83,5.00661886,4.4,1990,34,12.14,6.96,26.6,37.8,58.2,43,38.3,36.9,34.9,33.1,31,27.9,25,20.7,16,11.3,3.6,0,0,0,0,0,79.89
1993,95,100,5.83,5.446562553,4.75,1990,34,11.91,8.87,12.6,23.9,34.8,26.8,23,22.8,21.2,20.3,19.1,17.1,15.7,13.6,10.7,7.4,2.2,0,0,0,0,0,30.4
1994,96,100,6.5,6.458339789,5.6,1990,34,10.78,7.42,14,26.2,38.5,28.5,25.8,23.9,22.7,20.7,18.7,16.4,13.8,11.6,7.6,1.9,0,0,0,0,0,0,31.31
1995,97,34,7.5,6.634733765,5.75,1990,34,8.16,0,0,20.3,29.1,20.5,18.7,16.6,14.6,12.4,10.1,6.9,2.7,0,0,0,0,0,0,0,0,0,NA
1996,98,34,7.83,7.40460788,6.4,1990,34,7.3,0,0,26.8,35,28.6,25.3,23.5,21,18.4,14.3,4.1,0,0,0,0,0,0,0,0,0,0,NA
1997,99,29,8.83,6.782366345,5.7,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1998,100,30,9.83,7.493846113,6.1,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1999,101,100,11.5,6.821196586,5.25,1990,34,14.71,6.68,41.4,54.4,103.8,67.5,54.7,52.4,51,47.8,46.2,42,38.7,36,30.1,25.4,20.1,13.7,8.3,1.8,0,0,191.84
2000,102,100,9.83,6.695210603,5.4,1990,34,9.65,5.54,16.1,24,39.9,29,23.7,22.5,20.4,18.5,16,13.7,11.2,5.7,0.9,0,0,0,0,0,0,0,25.58
2001,103,100,10.83,3.41351282,2.8,1990,34,11.4,7.29,18.8,30.7,41.4,33.5,31,28.7,27.2,25.6,24,21.6,18.8,15.1,12.2,6.2,0.6,0,0,0,0,0,47.57
2002,104,33,9.83,5.633025374,4.6,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2003,105,28,8.5,5.748942512,4.8,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2004,106,100,7.5,5.572548536,4.7,1990,34,13.15,8.2,21.8,33.1,48.5,36.9,33.2,32.7,31.1,29.6,28.7,26.9,24,21.6,18.3,13.3,9.2,3.5,0,0,0,0,67.23
2005,107,100,6.5,4.861068769,4.25,1990,34,12.67,8.43,19,30.5,43.7,33.1,30,29.6,28.4,27.1,25.2,23.2,21.3,19.1,15.4,12,6.7,1.3,0,0,0,0,53.59
2006,108,100,7.5,4.773913026,4.2,1990,34,13.95,8.89,21.5,33.6,48.6,35.9,33.1,32.3,31.7,30.5,28.8,27.1,24.7,22.2,20,17.3,12.6,8.4,2.2,0,0,0,70.54
2007,109,100,9.17,5.155462373,4.33,1990,34,10.99,7.53,13.8,21.7,28.3,23.3,21.9,21.1,20.3,19,16.6,15.4,13.6,11.8,8.1,2.8,0,0,0,0,0,0,24.5
2008,110,100,10.83,4.483684403,3.66,1990,34,12.4,8.15,21,33,53.6,35.3,33.7,31.6,30.2,28.4,27,24.6,22.3,19.9,17,13,5.9,0.6,0,0,0,0,62.18
2009,111,33,11.83,3.861442869,3.1,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2010,112,30,9.83,4.035754354,3.5,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
